ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.021776406865072,0.023222167216432,0.0061440782092,0.021081857221167996,0.007109718229168,0.008717822291968,0.03501262830212801,0.004807738831408,0.003628529394352,0.004977525487552,0.003611526350272,0.006089402074047999
