ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.092574703606192,0.077574411353392,0.092497324875712,0.096399277256752,0.093809569262128,0.089529828388288,0.094965113476528,0.090578527421488,0.0888055858672,0.07203320345420801,0.0818576507248,0.0818576507248,0.094917797305648,0.0960635769388,0.096844261640128
