ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.5833333333333333,0.8,0.6666666666666667,0.7142857142857143,0.625,0.6,0.9444444444444444,1.0,1.0,1.0,0.6666666666666667,1.0
