ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.4285714285714286,0.5,0.11111111111111116,0.2727272727272727,1.0,0.8333333333333334,1.0,1.0,1.0
