ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.06968450238899201,0.066847702656688,0.065913163528192,0.058718456389888,0.073660526374912,0.07803041330680001,0.075730746461632,0.077969819102128,0.07196709285880001,0.075618155649472,0.072760658623792,0.076136955430192,0.075311129807152,0.077814611066032
