ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.063296159998912,0.061116183328768,0.06877030283699201,0.07055297586692799,0.047312133042112,0.05187432153932799,0.06987188183876801,0.065183114511808,0.0704257,0.0665274924268,0.0698200975168,0.070456479059248
