ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22
0.075199661086768,0.075462487064512,0.077244264806848,0.076966400381488,0.076833471230512,0.074556629752768,0.0755028017152,0.06478170407756799,0.071530190886832,0.06585456779411199,0.071096365210048,0.07726220183679999,0.071078401698352,0.07191671273267201,0.07191671273267201,0.07727636353119999,0.075380471169712,0.075380471169712,0.0752708455468,0.07517250385720001,0.07481130857540799,0.074733709498288,0.0772268010028
