ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.125,0.8333333333333334,0.04166666666666663,1.0,0.25,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
