ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.100529699423488,0.100749798353968,0.097663070180608,0.083554428342832,0.0975401561968,0.096773849935792,0.090191556904192,0.09778501832012801,0.093507371933632,0.086714931558832,0.0842606624752,0.09236607813419201,0.10067384882219199,0.098257528395952,0.10067795371844801,0.100603048065712,0.100676414375872,0.100529699423488,0.10071336074387201
