ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.066727799243008,0.009555544342528,0.005968132416448,0.008887881660352,0.00717922627,0.00717922627,0.0038649874432480002,0.0037355539372
