ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.007136177459200001,0.015600224038912,0.0079856944108,0.027719524595247996,0.025309580324272,0.006108045942831999,0.009472617840688,0.013660207457199999,0.006946313143551999,0.008248977921472,0.013967369303488,0.005166371628592001,0.005322570977968,0.003618327254272,0.005435305427392,0.009979180188928,0.003758147473408,0.003742671951808,0.005322257109951999
