ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.6428571428571428,0.5416666666666667,0.02777777777777779,0.16666666666666663,1.0,0.8333333333333334,1.0,1.0,0.6666666666666667,0.5,1.0,1.0,0.4,1.0
