l_l_m,l_l_n,u_r_m,u_r_n,n,u
7.0,12.0,8.0,13.0,7.0,7.0
8.0,12.0,9.0,20.0,7.0,7.0
2.0,14.0,5.0,17.0,7.0,7.0
5.0,14.0,8.0,18.0,7.0,7.0
5.0,14.0,8.0,18.0,7.0,7.0
