ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.07141532092,0.08404990675000001,0.079189148323888,0.08246939447852801,0.08575612479620799,0.083213829656512,0.08331813766700799,0.08331813766700799,0.063231535542832,0.07794000059027201,0.083550560984368,0.08606917665131199,0.076592300306992,0.08588920145920001,0.085868236393648
