l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
3.0,10.0,8.0,17.0,1.0,1.0,5.0,10.0
2.0,11.0,3.0,17.0,1.0,1.0,6.0,7.0
2.0,10.0,3.0,16.0,2.0,2.0,7.0,4.0
8.0,13.0,9.0,17.0,5.0,5.0,17.0,1.0
3.0,17.0,5.0,18.0,10.0,10.0,27.0,3.0
3.0,17.0,5.0,18.0,10.0,10.0,28.0,3.0
5.0,17.0,8.0,19.0,12.0,12.0,30.0,2.0
