l_l_m,l_l_n,u_r_m,u_r_n,n,u
9.0,7.0,10.0,20.0,1.0,1.0
4.0,12.0,5.0,18.0,1.0,1.0
5.0,12.0,6.0,19.0,1.0,1.0
6.0,11.0,7.0,20.0,1.0,1.0
7.0,9.0,8.0,20.0,1.0,1.0
8.0,8.0,9.0,20.0,1.0,1.0
