ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.075691803176368,0.037183148000512,0.021825227292927997,0.010485865053232001,0.007667252513727999,0.007247179748608,0.003732149830912,0.051097829388208005,0.051097829388208005,0.010164734828799999,0.011115135860992,0.006054966227248,0.004886190503872,0.0039337910188000005,0.005029794705328
