ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
1.0,1.0,0.8333333333333334,0.7142857142857143,0.75,0.16666666666666663,0.6,1.0,1.0,1.0,1.0,0.19999999999999996,1.0,1.0,0.4,1.0,1.0
