ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.08896280720171201,0.087088320014272,0.088250348459968,0.080201658565888,0.092826952487872,0.0879250029568,0.0910365356608,0.078436000925872,0.09320698989203201,0.082995685922752,0.079840042574272,0.088250348459968,0.09320698989203201,0.081445801746688,0.093253028281792,0.09310593125708799,0.087666765756352,0.092880927383488,0.09023067593079999,0.092450907601072,0.09290491946080001
