ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.027085883751088,0.01349565307,0.012885265155328,0.020580954624448,0.004001086117888,0.0071125870145919996,0.0064542924268,0.01354600483,0.004940294460208,0.012982172659648001,0.012558322290688,0.006901758656512,0.003765576491008,0.031934268219328,0.006667490329648,0.003828123777472,0.007280373154048,0.0039675885406719996,0.0056318358173919995,0.00423491875,0.003952703963392
