l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,15.0,3.0,20.0,7.0,7.0
3.0,17.0,5.0,20.0,7.0,7.0
5.0,18.0,7.0,20.0,7.0,7.0
7.0,19.0,8.0,20.0,7.0,7.0
2.0,0.0,5.0,1.0,7.0,7.0
7.0,1.0,8.0,2.0,7.0,7.0
