ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.022167424347568,0.036139913040832,0.020985436337199997,0.013383606319792001,0.0097551230092,0.004780871495727999,0.007469178505648001,0.0036560489476480003,0.004833674994112,0.004984722811312
