ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.073637257227712,0.082147958521792,0.07144991467,0.07631560999211201,0.0734623424368,0.08028855847571201,0.08196768065579199,0.08571567835571199,0.080029852926208,0.08494249604920001,0.07818243447443199,0.079638935861248,0.08494249604920001
