ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.032043020584192,0.0566590976332,0.05349830740403201,0.053437776620992,0.058942203764992,0.05459298333380799,0.0566590976332,0.058557777862912,0.060612990991792,0.060538115582512
