l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,2.0,8.0,8.0,0.0,0.0,0.0,14.0
2.0,8.0,8.0,11.0,2.0,2.0,7.0,9.0
1.0,4.0,2.0,12.0,3.0,3.0,8.0,1.0
7.0,8.0,8.0,9.0,9.0,9.0,19.0,4.0
1.0,4.0,2.0,9.0,10.0,10.0,20.0,2.0
