l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
2.0,0.0,8.0,5.0,0.0,0.0,1.0,1.0
2.0,18.0,8.0,20.0,0.0,0.0,2.0,1.0
1.0,19.0,2.0,20.0,0.0,0.0,3.0,1.0
1.0,13.0,2.0,19.0,1.0,1.0,4.0,0.0
2.0,13.0,3.0,18.0,1.0,1.0,5.0,0.0
3.0,14.0,8.0,18.0,1.0,1.0,6.0,0.0
1.0,0.0,2.0,1.0,1.0,1.0,7.0,0.0
