ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25
0.087587771353648,0.084925004289712,0.08574540347319999,0.08718676686520001,0.087614754500608,0.08748329764479999,0.08748329764479999,0.085102403172352,0.080639791585072,0.087612792001792,0.085469230011328,0.07060905341483201,0.085027055338672,0.085469230011328,0.07060905341483201,0.085027055338672,0.08393563412267199,0.083750769397168,0.063052019528128,0.083738191563952,0.08739504056320002,0.08751664649420801,0.0876181889068,0.08758188446891199,0.087587771353648,0.087217630525888
