ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25
0.012185357142832,0.016373750515648,0.010094138950912001,0.005616100966192,0.0036875966272,0.006165892667392,0.006165892667392,0.010222287200512001,0.008231278946992,0.0036888339742719998,0.005053903,0.015311716662831999,0.005338893305392,0.005053903,0.015311716662831999,0.005338893305392,0.006047385401392,0.006168105958192,0.021114839319999995,0.006176327123247999,0.0038262654292479997,0.0037494809152000003,0.0036854313030880003,0.003708324014128,0.0037046113612,0.0039384414448
