ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23
0.034931364108208005,0.047538091656448005,0.004786806752512,0.008801852178688,0.026384978579631995,0.011558998321072,0.0040082211628,0.0084038748748,0.0049199633514880005,0.007485485497792,0.007485485497792,0.0049725189231999995,0.0086522549452,0.006240219147952,0.003670893794752,0.003670893794752,0.004090151801392,0.003632548677568,0.0049534334257120005,0.0038594106412,0.005631521099199999,0.006047069544448,0.0037265797006720003,0.003666563842048
