ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.081379140160048,0.052312196980672,0.087506347158448,0.086440227937072,0.07736701678892799,0.088735628474368,0.081972005901568,0.087297500038192,0.08335050065771199,0.08335050065771199,0.087215180903728,0.085306189279408,0.089272578219568,0.089272578219568,0.08860561314611201,0.08933378348075201,0.089330327991232,0.088972174256128,0.086188249252528,0.08735484384044799
