l_l_m,l_l_n,u_r_m,u_r_n,n,u
7.0,16.0,8.0,17.0,27.0,27.0
8.0,16.0,9.0,19.0,27.0,27.0
7.0,18.0,8.0,19.0,27.0,27.0
2.0,12.0,3.0,13.0,27.0,27.0
