ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.066028143725872,0.03453989632,0.06805280311979199,0.064636396951552,0.065855919838768,0.061803764844208006,0.07159803083411201,0.07159803083411201,0.06981047509739201,0.06969869968119999,0.0696025407148,0.069574615965952,0.068118769074112,0.071598492394288
