ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.0739091755888,0.049798024443951996,0.0630373259212,0.0630373259212,0.075886579123648,0.07080542610323201,0.076742063409328,0.082163828790448
