ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.012679327841200001,0.036268908459568004,0.0100291349068,0.008859414012351999,0.007010947229488,0.007377773088688,0.018768998085567996,0.0057858365248,0.0057858365248,0.009699742394799999,0.012682329425152,0.008765647528192,0.004176803036608,0.0058331174127999996,0.0052372307212,0.003634094594608,0.010151985368752,0.003638732475328,0.014344142714800001
