ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.068040976662448,0.008424499932592,0.011860193236912002,0.01935220732,0.004781496244912,0.010286083865391999,0.006221237638191999,0.006221237638191999,0.005385047906752,0.007146380197888,0.004811175812032
