ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.064957180054192,0.060816602064688,0.06489702763,0.0557501938288,0.0650294732608,0.061445784868288,0.064244431237552,0.06630206772371201
