ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.7142857142857143,0.75,1.0,0.41666666666666663,0.33333333333333337,0.625,0.625,1.0,0.7142857142857143
