ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.080118605192128,0.071303731560448,0.07663091010539201,0.077449198815232,0.075509365170112,0.075509365170112,0.079903933289728,0.079279044105472,0.081366193442752,0.081522075397552,0.0704417781292,0.07611110786867199,0.082099391728048,0.062692074730672,0.062692074730672,0.082099391728048
