ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.041370758086192005,0.0851442180208,0.0972229471468,0.096570813312448,0.09624806385279999,0.09624806385279999,0.094603892018992,0.091330683543808,0.096117647478208,0.09889448287595201,0.097143824401072,0.098655339318208,0.0972229471468,0.09904091818796801
