ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.021776406865072,0.023222167216432,0.012025989508912,0.014858582945200002,0.0048911932528,0.005919218515888,0.0061440782092,0.021081857221167996,0.006083082801088,0.004977525487552,0.003599780319232,0.004931223206848001,0.0037271985902080002,0.005085533334832
