ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.3125,0.5714285714285714,0.75,0.33333333333333337,0.5714285714285714,0.9333333333333333,0.5,0.75,1.0,0.25
