ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.1428571428571429,0.2222222222222222,1.0,0.9333333333333333,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0
