ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.0837062658412,0.08171501563844799,0.063664643039488,0.079693248098752,0.07770630446080001,0.07672887321323199,0.07672887321323199,0.076194299349808,0.077754540234688,0.0814880133952,0.0814880133952,0.075499051245568,0.083704331069872,0.081849004004608,0.083714488773568,0.072912344846272,0.08171501563844799,0.083727065506048,0.083656449884608,0.083638073496832,0.08357763365483199,0.083714488773568
