ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.003686359293952,0.010172581303552,0.028078872911872,0.0063022470892,0.0076349108900319995,0.008299836786688,0.008299836786688,0.008666140622848,0.0076022579972319995,0.0051199922410719995,0.0051199922410719995,0.009145364237872,0.0036875966272,0.006102673672192,0.015149852337327999,0.0109567808332,0.0049718931182080005,0.0036730588346079998,0.003718225030192,0.003729983635888,0.0037686720618879998,0.003681100781872
