ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.07634383001195201,0.06982284684947201,0.0729049207408,0.077910658736128,0.07393246996479999,0.07449591858380801,0.055881219424192,0.076414864159168,0.0740023660528,0.069125058845872,0.069125058845872,0.07641298220588799,0.07636405627283199,0.07636405627283199,0.075776266036528,0.07631843185412801,0.078161117730352
