ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.08210852738252801,0.0821845096432,0.0821845096432,0.0781180158832,0.077415189286912,0.08217152380484799,0.079517964764608,0.081838916518192,0.081838916518192,0.065425461856432,0.083981627910592,0.08387367587627201,0.076650688105648,0.07321413614387201,0.071394105824512,0.071394105824512,0.084072670180288,0.080384085886912
