l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,11.0,8.0,14.0,6.0,6.0
8.0,11.0,9.0,14.0,6.0,6.0
6.0,14.0,8.0,15.0,6.0,6.0
3.0,8.0,4.0,9.0,6.0,6.0
