ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.06462070562219199,0.058316979459328,0.0660691894768,0.0658955832748,0.063877703805232,0.064635051938992,0.062918475886528,0.06273431335859199,0.05885084203,0.062769888777472,0.055703664484288,0.06019313092100801,0.06630342233963199,0.062275886211328006,0.066302519261488,0.064497453433792,0.0663174204928,0.064593360406528,0.064593360406528
