ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28
0.142830332849968,0.12683396101523198,0.148774749894448,0.148219537517872,0.1424467181068,0.13122733089587202,0.14645142569363198,0.14881124205880003,0.148827134845888,0.132174749087152,0.1483788470272,0.14397821564819202,0.14397821564819202,0.14088374025899203,0.142830332849968,0.14866647012203202,0.140041299835312,0.143257853897152,0.14853763178079998,0.14214218238635198,0.146301074291248,0.14516388458079998,0.147777213571072,0.1434442072012,0.11700508488452799,0.144017176250032,0.148771807122688,0.1483112356108,0.1483788470272
