ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.056270024177200006,0.0083619911212,0.009403392884992,0.0159720728812,0.008850357527488,0.007385760253888001,0.007385760253888001,0.010482915125248,0.004735274139952,0.0038268848752,0.0090176882668,0.005853927162112,0.005853927162112,0.004813987964848001,0.0047418315297279995,0.0038271945994719997,0.030360029100208,0.007090276083712,0.003622037014528
