ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.021746837413888,0.066331871070208,0.0710074816972,0.076188658394032,0.076188658394032,0.07794568004243199,0.07794568004243199,0.07126547083000001,0.07790166754244801,0.0773377398592,0.077933847990832,0.07794568004243199
