ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.019954708153791998,0.040356588801328,0.0048643060779519996,0.0085086481408,0.016701311223808,0.0036798635212,0.0036798635212,0.011013383787568,0.003673986721792,0.0036780076561120003,0.0091473095788,0.0036446074033120003
