ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.072939259082752,0.07069135440428799,0.076585238167552,0.0743824745548,0.074305007140912,0.073167682953472,0.0695933847052,0.049773318611200004,0.076819333874992,0.0704188096972,0.072570138166528,0.076533455084992,0.076738294712752,0.074663610327088,0.069696867725872
