ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.2666666666666667,0.41666666666666663,1.0,0.6,1.0,0.5,0.8888888888888888,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0,0.5
