ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.16666666666666663,0.33333333333333337,0.1428571428571429,0.8571428571428572,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666667,0.75,0.75,0.75,1.0
