ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.19047619047619047,0.8333333333333334,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.8,0.5,0.5,0.25,0.33333333333333337,1.0,1.0,1.0,1.0
