ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.047141386729648,0.071168232398272,0.045624423344128,0.065289644483632,0.070912646719792,0.070912646719792,0.071351681118208,0.07131249087812801
