ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.074670152093872,0.07194305702276801,0.07657723464452801,0.076443095117248,0.074962835599408,0.074962835599408,0.076567348284352,0.074152941629488,0.070186031793088
