ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.065696432247088,0.084202022055472,0.07902275615108799,0.08370094525331201,0.08370094525331201,0.083443263844912,0.0858209489728,0.076733583919792,0.076733583919792,0.083289642125488,0.080354468693248,0.080354468693248,0.0665342720512,0.085549082319808,0.081044166956992,0.0764445067468,0.085761485614528
