ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.012025989508912,0.014858582945200002,0.0048911932528,0.008102316326848,0.005919218515888,0.0037983939383680002,0.006083082801088,0.006787903486912,0.017113074696448,0.017113074696448,0.004902762956848,0.0212408074348,0.008951634626992,0.004742143795888,0.005214337782208001,0.003599780319232
