ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.079143498794032,0.045754047676671995,0.07168897486916799,0.081082003999408,0.08058241552235201,0.07813553994692801,0.076104998826928,0.07742983172920001,0.071535728141872,0.081095415890992,0.079182490604848,0.080725400666368,0.080725400666368,0.08110355915564799,0.08110355915564799,0.079182490604848,0.08026515953079999,0.08110355915564799,0.08100298339532801,0.081017827896112,0.080725400666368
