ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.075678197889472,0.06702699215723201,0.09219699273932801,0.09378299537843199,0.086453907779248,0.086531602584832,0.0805757224588,0.09410254408427199,0.09410254408427199,0.08467052877879999,0.09411208074880001
