l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,18.0,3.0,20.0,4.0,4.0
3.0,19.0,4.0,20.0,4.0,4.0
4.0,19.0,8.0,20.0,4.0,4.0
8.0,19.0,9.0,20.0,4.0,4.0
6.0,18.0,8.0,19.0,4.0,4.0
8.0,0.0,9.0,4.0,4.0,4.0
