ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.085016362489648,0.08393902287251201,0.0713738148352,0.093745394973232,0.095168559253552,0.092565716623792,0.09567173520491201,0.09177247312,0.08981500293879999,0.090935244040192,0.0893382263152,0.09530762804036799,0.09530762804036799,0.09531266800004799,0.093491844574768,0.093491844574768,0.095333332738048,0.09555821859731199
